,Gene.Symbol,Protein.Id,Compartment,Swarup.Sharan,Ordureau.Alban,Park.Hankum,Itzhak.Daniel
3568,MIGA1,Q8NAN2,Mitochondria,1,0,0,0
3569,MIGA2,Q7L4E1,Mitochondria,1,0,0,0
3570,MILR1,Q7Z6M3,Plasma membrane,1,0,0,0
3571,MINAR1,Q9UPX6,Plasma membrane,1,0,0,0
3572,MINDY3,Q9H8M7,Nucleus,1,0,0,0
10947,MINK1,Q8N4C8,Large Protein Complex,0,0,0,1
3573,MINPP1,Q9UNW1,ER,1,0,0,0
3574,MIOS,Q9NXC5,Lysosome,1,0,0,0
3575,MIOX,Q9UGB7,Cytoplasm,1,0,0,0
3576,MIP,P30301,Plasma membrane,1,0,0,0
3577,MIP,Q8WZ33,Plasma membrane,1,0,0,0
3578,MIPEP,Q99797,Mitochondria,1,0,0,0
3579,MIS18A,Q9NYP9,Nucleus,1,0,0,0
3580,MIS18BP1,Q6P0N0,Nucleus,1,0,0,0
9821,MISP,Q8IVT2,Actin binding proteins,0,0,0,1
3581,MITD1,Q8WV92,Endosome,1,0,0,0
3582,MITF,O75030,Nucleus,1,0,0,0
3583,MIXL1,Q9H2W2,Nucleus,1,0,0,0
3584,MKI67,P46013,Nucleus,1,0,0,0
10948,MKRN1,Q9UHC7,Large Protein Complex,0,0,0,1
10662,MKRN2,Q9H000,Large Protein Complex,0,0,0,1
3585,MKX,Q8IYA7,Nucleus,1,0,0,0
3586,MLEC,Q14165,ER,1,0,0,0
10949,MLF2,Q15773,Large Protein Complex,0,0,0,1
3587,MLH1,P40692,Nucleus,1,0,0,0
3588,MLH3,Q9UHC1,Nucleus,1,0,0,0
10204,MLKL,Q8NB16,Large Protein Complex,0,0,0,1
3589,MLLT1,Q03111,Nucleus,1,0,0,0
3590,MLLT10,P55197,Nucleus,1,0,0,0
3591,MLLT3,P42568,Nucleus,1,0,0,0
3592,MLLT6,P55198,Nucleus,1,0,0,0
3593,MLNR,O43193,Plasma membrane,1,0,0,0
3594,MLPH,Q9BV36,Cytoplasm,1,0,0,0
3595,MLST8,Q9BVC4,Cytoplasm,1,0,0,0
9571,MLX,Q9UH92,Mitochondria,0,0,0,1
3596,MLXIPL,Q9NP71,Nucleus,1,0,0,0
8925,MLYCD,O95822,Mitochondria,0,1,0,0
3597,MMAA,Q8IVH4,Mitochondria,1,0,0,0
3598,MMAA,Q9GIP4,Mitochondria,1,0,0,0
3599,MMAB,Q96EY8,Mitochondria,1,0,0,0
3600,MMACHC,Q9Y4U1,Cytoplasm,1,0,0,0
8926,MMADHC,Q9H3L0,Mitochondria,0,1,0,0
3601,MMD2,Q8IY49,Golgi,1,0,0,0
3602,MME,P08473,Plasma membrane,1,0,0,0
9369,MMGT1,Q8N4V1,ER,0,0,0,1
8652,MMP15,P51511,Plasma membrane,0,1,0,0
3603,MMP27,Q9H306,ER,1,0,0,0
10205,MMS19,Q96T76,Large Protein Complex,0,0,0,1
3604,MMS22L,Q6ZRQ5,Nucleus,1,0,0,0
10206,MMTAG2,Q9BU76,Large Protein Complex,0,0,0,1
3605,MMUT,P22033,Mitochondria,1,0,0,0
3606,MNAT1,P51948,Nucleus,1,0,0,0
3607,MND1,Q9BWT6,Nucleus,1,0,0,0
3608,MNS1,Q8NEH6,Nucleus,1,0,0,0
3609,MNT,Q99583,Nucleus,1,0,0,0
3610,MNX1,P50219,Nucleus,1,0,0,0
10207,MOB1A,Q9H8S9,Large Protein Complex,0,0,0,1
10950,MOB4,Q9Y3A3,Large Protein Complex,0,0,0,1
10208,MOCOS,Q96EN8,Large Protein Complex,0,0,0,1
8927,MOCS1,Q9NZB8,Mitochondria,0,1,0,0
3611,MOCS2,O96033,Cytoplasm,1,0,0,0
3612,MOCS2,O96007,Cytoplasm,1,0,0,0
3613,MOCS3,O95396,Cytoplasm,1,0,0,0
3614,MOG,Q16653,Plasma membrane,1,0,0,0
3615,MOGAT1,Q96PD6,ER,1,0,0,0
3616,MOGAT2,Q3SYC2,ER,1,0,0,0
3617,MOGAT3,Q86VF5,ER,1,0,0,0
3618,MOGS,Q13724,ER,1,0,0,0
9765,MON1A,Q86VX9,Plasma membrane,0,0,0,1
3619,MON1B,Q7L1V2,Lysosome,1,0,0,0
10209,MON2,Q7Z3U7,Large Protein Complex,0,0,0,1
3620,MORC1,Q86VD1,Nucleus,1,0,0,0
10951,MORC2,Q9Y6X9,Large Protein Complex,0,0,0,1
3621,MORC3,Q14149,Nucleus,1,0,0,0
3622,MORC4,Q8TE76,Nucleus,1,0,0,0
3623,MORF4L1,Q9UBU8,Nucleus,1,0,0,0
10210,MORF4L1,Q9UBU8-2,Large Protein Complex,0,0,0,1
3624,MORF4L2,Q15014,Nucleus,1,0,0,0
3625,MOSMO,Q8NHV5,Plasma membrane,1,0,0,0
9294,MOSPD1,Q9UJG1,ER,0,0,0,1
3626,MOSPD2,Q8NHP6,Plasma membrane,1,0,0,0
10663,MOV10,Q9HCE1,Large Protein Complex,0,0,0,1
3627,MOXD1,Q6UVY6,ER,1,0,0,0
3628,MPC1,Q9Y5U8,Mitochondria,1,0,0,0
3629,MPC2,O95563,Mitochondria,1,0,0,0
9333,MPDU1,O75352,ER,0,0,0,1
8105,MPDZ,O75970,Actin binding proteins,0,1,0,0
10211,MPG,P29372-4,Large Protein Complex,0,0,0,1
3630,MPHOSPH10,O00566,Nucleus,1,0,0,0
3631,MPHOSPH8,Q99549,Nucleus,1,0,0,0
3632,MPI,P34949,Cytoplasm,1,0,0,0
10664,MPLKIP,Q8TAP9,Large Protein Complex,0,0,0,1
3633,MPO,P05164,Lysosome,1,0,0,0
3634,MPP1,Q00013,Plasma membrane,1,0,0,0
9804,MPP5,Q8N3R9,Actin binding proteins,0,0,0,1
8653,MPP6,Q9NZW5,Plasma membrane,0,1,0,0
8654,MPP7,Q5T2T1,Plasma membrane,0,1,0,0
3635,MPPE1,Q53F39,Golgi,1,0,0,0
8106,MPRIP,Q6WCQ1,Actin binding proteins,0,1,0,0
9805,MPRIP,Q6WCQ1-2,Actin binding proteins,0,0,0,1
8928,MPST,P25325,Mitochondria,0,1,0,0
9559,MPST,P25325-2,Mitochondria,0,0,0,1
3636,MPV17,P39210,Mitochondria,1,0,0,0
3637,MPV17L,Q2QL34,Peroxisome,1,0,0,0
3638,MPV17L2,Q567V2,Mitochondria,1,0,0,0
3639,MPZ,P25189,Plasma membrane,1,0,0,0
8655,MPZL1,O95297,Plasma membrane,0,1,0,0
8168,MRC2,Q9UBG0,Endosome,0,1,0,0
3640,MRE11,P49959,Nucleus,1,0,0,0
9025,MREG,Q8N565,Endosome,0,0,1,0
11142,MRFAP1,Q9Y605,Large Protein Complex,0,0,0,1
3641,MRGBP,Q9NV56,Nucleus,1,0,0,0
3642,MRGPRE,Q86SM8,Plasma membrane,1,0,0,0
3643,MRGPRF,Q96AM1,Plasma membrane,1,0,0,0
3644,MRGPRG,Q86SM5,Plasma membrane,1,0,0,0
3645,MRGPRX1,Q96LB2,Plasma membrane,1,0,0,0
3646,MRGPRX2,Q96LB1,Plasma membrane,1,0,0,0
3647,MRGPRX3,Q96LB0,Plasma membrane,1,0,0,0
3648,MRGPRX4,Q96LA9,Plasma membrane,1,0,0,0
11143,MRI1,Q9BV20,Large Protein Complex,0,0,0,1
3649,MRM1,Q6IN84,Mitochondria,1,0,0,0
3650,MRM2,Q9UI43,Mitochondria,1,0,0,0
3651,MRM3,Q9HC36,Mitochondria,1,0,0,0
3652,MRNIP,Q6NTE8,Nucleus,1,0,0,0
3653,MRO,Q9BYG7,Nucleus,1,0,0,0
3654,MRPL1,Q9BYD6,Mitochondria,1,0,0,0
3655,MRPL10,Q7Z7H8,Mitochondria,1,0,0,0
3656,MRPL11,Q9Y3B7,Mitochondria,1,0,0,0
3657,MRPL12,P52815,Mitochondria,1,0,0,0
3658,MRPL13,Q9BYD1,Mitochondria,1,0,0,0
3659,MRPL14,Q6P1L8,Mitochondria,1,0,0,0
3660,MRPL15,Q9P015,Mitochondria,1,0,0,0
3661,MRPL16,Q9NX20,Mitochondria,1,0,0,0
3662,MRPL17,Q9NRX2,Mitochondria,1,0,0,0
3663,MRPL18,Q9H0U6,Mitochondria,1,0,0,0
3664,MRPL19,P49406,Mitochondria,1,0,0,0
3665,MRPL2,Q5T653,Mitochondria,1,0,0,0
3666,MRPL20,Q9BYC9,Mitochondria,1,0,0,0
3667,MRPL21,Q7Z2W9,Mitochondria,1,0,0,0
3668,MRPL22,Q9NWU5,Mitochondria,1,0,0,0
3669,MRPL23,Q16540,Mitochondria,1,0,0,0
3670,MRPL24,Q96A35,Mitochondria,1,0,0,0
3671,MRPL27,Q9P0M9,Mitochondria,1,0,0,0
3672,MRPL28,Q13084,Mitochondria,1,0,0,0
3673,MRPL3,P09001,Mitochondria,1,0,0,0
3674,MRPL30,Q8TCC3,Mitochondria,1,0,0,0
3675,MRPL32,Q9BYC8,Mitochondria,1,0,0,0
3676,MRPL33,O75394,Mitochondria,1,0,0,0
3677,MRPL34,Q9BQ48,Mitochondria,1,0,0,0
3678,MRPL35,Q9NZE8,Mitochondria,1,0,0,0
3679,MRPL36,Q9P0J6,Mitochondria,1,0,0,0
3680,MRPL37,Q9BZE1,Mitochondria,1,0,0,0
3681,MRPL38,Q96DV4,Mitochondria,1,0,0,0
3682,MRPL39,Q9NYK5,Mitochondria,1,0,0,0
3683,MRPL4,Q9BYD3,Mitochondria,1,0,0,0
3684,MRPL40,Q9NQ50,Mitochondria,1,0,0,0
3685,MRPL41,Q8IXM3,Mitochondria,1,0,0,0
3686,MRPL42,Q9Y6G3,Mitochondria,1,0,0,0
3687,MRPL43,Q8N983,Mitochondria,1,0,0,0
3688,MRPL44,Q9H9J2,Mitochondria,1,0,0,0
3689,MRPL45,Q9BRJ2,Mitochondria,1,0,0,0
3690,MRPL46,Q9H2W6,Mitochondria,1,0,0,0
3691,MRPL47,Q9HD33,Mitochondria,1,0,0,0
3692,MRPL48,Q96GC5,Mitochondria,1,0,0,0
3693,MRPL49,Q13405,Mitochondria,1,0,0,0
3694,MRPL50,Q8N5N7,Mitochondria,1,0,0,0
3695,MRPL51,Q4U2R6,Mitochondria,1,0,0,0
3696,MRPL52,Q86TS9,Mitochondria,1,0,0,0
3697,MRPL53,Q96EL3,Mitochondria,1,0,0,0
3698,MRPL54,Q6P161,Mitochondria,1,0,0,0
3699,MRPL55,Q7Z7F7,Mitochondria,1,0,0,0
3700,MRPL57,Q9BQC6,Mitochondria,1,0,0,0
3701,MRPL58,Q14197,Mitochondria,1,0,0,0
3702,MRPL9,Q9BYD2,Mitochondria,1,0,0,0
3703,MRPS10,P82664,Mitochondria,1,0,0,0
3704,MRPS11,P82912,Mitochondria,1,0,0,0
3705,MRPS12,O15235,Mitochondria,1,0,0,0
3706,MRPS14,O60783,Mitochondria,1,0,0,0
3707,MRPS15,P82914,Mitochondria,1,0,0,0
3708,MRPS16,Q9Y3D3,Mitochondria,1,0,0,0
3709,MRPS17,Q9Y2R5,Mitochondria,1,0,0,0
3710,MRPS18A,Q9NVS2,Mitochondria,1,0,0,0
3711,MRPS18B,Q9Y676,Mitochondria,1,0,0,0
3712,MRPS18C,Q9Y3D5,Mitochondria,1,0,0,0
3713,MRPS2,Q9Y399,Mitochondria,1,0,0,0
3714,MRPS21,P82921,Mitochondria,1,0,0,0
3715,MRPS22,P82650,Mitochondria,1,0,0,0
3716,MRPS23,Q9Y3D9,Mitochondria,1,0,0,0
3717,MRPS24,Q96EL2,Mitochondria,1,0,0,0
3718,MRPS25,P82663,Mitochondria,1,0,0,0
3719,MRPS26,Q9BYN8,Mitochondria,1,0,0,0
8409,MRPS27,Q92552,Mitochondrion-Mtx,0,1,0,0
3720,MRPS28,Q9Y2Q9,Mitochondria,1,0,0,0
3721,MRPS30,Q9NP92,Mitochondria,1,0,0,0
3722,MRPS31,Q92665,Mitochondria,1,0,0,0
3723,MRPS33,Q9Y291,Mitochondria,1,0,0,0
3724,MRPS34,P82930,Mitochondria,1,0,0,0
3725,MRPS35,P82673,Mitochondria,1,0,0,0
3726,MRPS36,P82909,Mitochondria,1,0,0,0
3727,MRPS5,P82675,Mitochondria,1,0,0,0
3728,MRPS6,P82932,Mitochondria,1,0,0,0
3729,MRPS7,Q9Y2R9,Mitochondria,1,0,0,0
3730,MRPS9,P82933,Mitochondria,1,0,0,0
3731,MRRF,Q96E11,Mitochondria,1,0,0,0
3732,MRS2,Q9HD23,Mitochondria,1,0,0,0
3733,MRTFB,Q9ULH7,Nucleus,1,0,0,0
10212,MRTO4,Q9UKD2,Large Protein Complex,0,0,0,1
3734,MS4A1,P11836,Plasma membrane,1,0,0,0
8492,MSANTD4,Q8NCY6,Nucleus,0,1,0,0
3735,MSC,O60682,Nucleus,1,0,0,0
3736,MSGN1,A6NI15,Nucleus,1,0,0,0
3737,MSH2,P43246,Nucleus,1,0,0,0
10213,MSH3,P20585,Large Protein Complex,0,0,0,1
3738,MSH6,P52701,Nucleus,1,0,0,0
10665,MSI2,Q96DH6,Large Protein Complex,0,0,0,1
3739,MSL1,Q68DK7,Nucleus,1,0,0,0
3740,MSL3,Q8N5Y2,Nucleus,1,0,0,0
3741,MSL3P1,P0C860,Nucleus,1,0,0,0
9610,MSLN,Q13421-4,Plasma membrane,0,0,0,1
3742,MSMO1,Q15800,ER,1,0,0,0
8656,MSN,P26038,Plasma membrane,0,1,0,0
8929,MSRA,Q9UJ68,Mitochondria,0,1,0,0
3743,MSRB2,Q9Y3D2,Mitochondria,1,0,0,0
9334,MSRB3,Q8IXL7-2,ER,0,0,0,1
9370,MST1R,Q04912,ER,0,0,0,1
3744,MSX1,P28360,Nucleus,1,0,0,0
3745,MSX2,P35548,Nucleus,1,0,0,0
8493,MTA1,Q13330,Nucleus,0,1,0,0
3759,MTA2,O94776,Nucleus,1,0,0,0
3760,MTA3,Q9BTC8,Nucleus,1,0,0,0
11144,MTAP,Q13126,Large Protein Complex,0,0,0,1
3746,MT-ATP6,P00846,Mitochondria,1,0,0,0
3747,MT-ATP8,P03928,Mitochondria,1,0,0,0
3761,MTCH1,Q9NZJ7,Mitochondria,1,0,0,0
3762,MTCH2,Q9Y6C9,Mitochondria,1,0,0,0
10214,MTCL1,Q9Y4B5,Large Protein Complex,0,0,0,1
3748,MT-CO1,P00395,Mitochondria,1,0,0,0
3749,MT-CO2,P00403,Mitochondria,1,0,0,0
3750,MT-CO3,P00414,Mitochondria,1,0,0,0
3751,MT-CYB,P00156,Mitochondria,1,0,0,0
8218,MTDH,Q86UE4,ER-Lumen,0,1,0,0
3763,MTERF1,Q99551,Mitochondria,1,0,0,0
3764,MTERF2,Q49AM1,Mitochondria,1,0,0,0
3765,MTERF3,Q96E29,Mitochondria,1,0,0,0
9543,MTERF3,Q96E29-3,Mitochondria,0,0,0,1
3766,MTERF4,Q7Z6M4,Mitochondria,1,0,0,0
3767,MTF1,Q14872,Nucleus,1,0,0,0
3768,MTF2,Q9Y483,Nucleus,1,0,0,0
3769,MTFMT,Q96DP5,Mitochondria,1,0,0,0
3770,MTFP1,Q9UDX5,Mitochondria,1,0,0,0
3771,MTFR1,Q15390,Mitochondria,1,0,0,0
8830,MTFR1L,Q9H019,Mitochondria,0,1,0,0
3772,MTFR2,Q6P444,Mitochondria,1,0,0,0
3773,MTG1,Q9BT17,Mitochondria,1,0,0,0
3774,MTG2,Q9H4K7,Mitochondria,1,0,0,0
3775,MTHFD1,P11586,Cytoplasm,1,0,0,0
3776,MTHFD1L,Q6UB35,Mitochondria,1,0,0,0
3777,MTHFD2,P13995,Mitochondria,1,0,0,0
3778,MTHFD2L,Q9H903,Mitochondria,1,0,0,0
3779,MTHFS,P49914,Cytoplasm,1,0,0,0
3780,MTIF2,P46199,Mitochondria,1,0,0,0
3781,MTIF3,Q9H2K0,Mitochondria,1,0,0,0
3782,MTLN,Q8NCU8,Mitochondria,1,0,0,0
10215,MTM1,Q13496,Large Protein Complex,0,0,0,1
10666,MTMR1,Q13613,Large Protein Complex,0,0,0,1
9490,MTMR10,Q9NXD2,Golgi,0,0,0,1
10216,MTMR12,Q9C0I1,Large Protein Complex,0,0,0,1
3783,MTMR2,Q13614,Endosome,1,0,0,0
10667,MTMR6,Q9Y217,Large Protein Complex,0,0,0,1
3784,MTMR8,Q96QG7,Nucleus,1,0,0,0
3785,MTMR8,Q96EF0,Nucleus,1,0,0,0
3752,MT-ND1,P03886,Mitochondria,1,0,0,0
3753,MT-ND2,P03891,Mitochondria,1,0,0,0
3754,MT-ND3,P03897,Mitochondria,1,0,0,0
3755,MT-ND4,P03905,Mitochondria,1,0,0,0
3756,MT-ND4L,P03901,Mitochondria,1,0,0,0
3757,MT-ND5,P03915,Mitochondria,1,0,0,0
3758,MT-ND6,P03923,Mitochondria,1,0,0,0
3786,MTNR1A,P48039,Plasma membrane,1,0,0,0
3787,MTNR1B,P49286,Plasma membrane,1,0,0,0
3788,MTO1,Q9Y2Z2,Mitochondria,1,0,0,0
9534,MTO1,Q9Y2Z2-4,Mitochondria,0,0,0,1
9203,MTOR,P42345,Endosome,0,0,0,1
8410,MTPAP,Q9NVV4,Mitochondrion-Mtx,0,1,0,0
11279,MTPN,P58546,Large Protein Complex,0,0,0,1
3789,MTR,Q99707,Cytoplasm,1,0,0,0
3790,MTRES1,Q9P0P8,Mitochondria,1,0,0,0
3791,MTREX,P42285,Nucleus,1,0,0,0
3792,MTRF1,O75570,Mitochondria,1,0,0,0
3793,MTRF1L,Q9UGC7,Mitochondria,1,0,0,0
3794,MTRR,Q9UBK8,Cytoplasm,1,0,0,0
10668,MTSS1L,Q765P7,Large Protein Complex,0,0,0,1
3795,MTTP,P55157,ER,1,0,0,0
3796,MTURN,Q8N3F0,Cytoplasm,1,0,0,0
10217,MTUS1,Q9ULD2,Large Protein Complex,0,0,0,1
3797,MTX1,Q13505,Mitochondria,1,0,0,0
3798,MTX2,O75431,Mitochondria,1,0,0,0
3799,MTX3,Q5HYI7,Mitochondria,1,0,0,0
9766,MUC16,Q8WXI7,Plasma membrane,0,0,0,1
3800,MUC21,Q5SSG8,Plasma membrane,1,0,0,0
8831,MUL1,Q969V5,Mitochondria,0,1,0,0
3801,MUS81,Q96NY9,Nucleus,1,0,0,0
3802,MUSK,O15146,Plasma membrane,1,0,0,0
3803,MUSTN1,Q8IVN3,Nucleus,1,0,0,0
8930,MUTYH,Q9UIF7,Mitochondria,0,1,0,0
10669,MVB12A,Q96EY5,Large Protein Complex,0,0,0,1
3804,MVB12B,Q9H7P6,Endosome,1,0,0,0
10218,MVD,P53602,Large Protein Complex,0,0,0,1
10952,MVK,Q03426,Large Protein Complex,0,0,0,1
10670,MVP,Q14764,Large Protein Complex,0,0,0,1
3805,MXD1,Q05195,Nucleus,1,0,0,0
3806,MXD3,Q9BW11,Nucleus,1,0,0,0
3807,MXD4,Q14582,Nucleus,1,0,0,0
3808,MXI1,P50539,Nucleus,1,0,0,0
8291,MXRA7,P84157,ER-Membrane,0,1,0,0
9644,MYADM,Q96S97,Plasma membrane,0,0,0,1
3809,MYB,P10242,Nucleus,1,0,0,0
8494,MYBBP1A,Q9BQG0,Nucleus,0,1,0,0
11280,MYBBP1A,Q9BQG0-2,Large Protein Complex,0,0,0,1
3810,MYBL1,P10243,Nucleus,1,0,0,0
3811,MYBL2,P10244,Nucleus,1,0,0,0
3812,MYC,P01106,Nucleus,1,0,0,0
10219,MYCBP,Q99417,Large Protein Complex,0,0,0,1
9204,MYCBP2,O75592,Endosome,0,0,0,1
3813,MYCL,P12524,Nucleus,1,0,0,0
3814,MYCLP1,P12525,Nucleus,1,0,0,0
3815,MYCN,P04198,Nucleus,1,0,0,0
3816,MYCT1,Q8N699,Nucleus,1,0,0,0
8219,MYDGF,Q969H8,ER-Lumen,0,1,0,0
3817,MYEF2,Q9P2K5,Nucleus,1,0,0,0
3818,MYF5,P13349,Nucleus,1,0,0,0
3819,MYF6,P23409,Nucleus,1,0,0,0
8107,MYH10,P35580,Actin binding proteins,0,1,0,0
9822,MYH10,P35580-4,Actin binding proteins,0,0,0,1
9823,MYH14,Q7Z406,Actin binding proteins,0,0,0,1
8108,MYH9,P35579,Actin binding proteins,0,1,0,0
8109,MYL12B,O14950,Actin binding proteins,0,1,0,0
9832,MYL3,P08590,Actin binding proteins,0,0,0,1
8110,MYL6,P60660,Actin binding proteins,0,1,0,0
9792,MYL6,P60660-2,Actin binding proteins,0,0,0,1
8111,MYL6B,P14649,Actin binding proteins,0,1,0,0
3820,MYLK3,Q32MK0,Cytoplasm,1,0,0,0
3821,MYMX,A0A1B0GTQ4,Plasma membrane,1,0,0,0
3822,MYNN,Q9NPC7,Nucleus,1,0,0,0
9732,MYO10,Q9HD67,Plasma membrane,0,0,0,1
3823,MYO15B,Q96JP2,Cytoplasm,1,0,0,0
8112,MYO18A,Q92614,Actin binding proteins,0,1,0,0
8427,MYO19,Q96H55,Mitochondrion-Mtx,0,1,0,0
9767,MYO1A,Q9UBC5,Plasma membrane,0,0,0,1
8657,MYO1B,O43795,Plasma membrane,0,1,0,0
9611,MYO1B,O43795-2,Plasma membrane,0,0,0,1
8658,MYO1C,O00159,Plasma membrane,0,1,0,0
9612,MYO1C,O00159-3,Plasma membrane,0,0,0,1
8659,MYO1E,Q12965,Plasma membrane,0,1,0,0
3824,MYO1G,B0I1T2,Plasma membrane,1,0,0,0
9230,MYO5A,Q9Y4I1,Endosome,0,0,0,1
3825,MYO5B,Q9ULV0,Cytoplasm,1,0,0,0
10220,MYO5C,Q9NQX4,Large Protein Complex,0,0,0,1
11145,MYO9B,Q13459,Large Protein Complex,0,0,0,1
3826,MYOCD,Q8IZQ8,Nucleus,1,0,0,0
3827,MYOD1,P15172,Nucleus,1,0,0,0
8169,MYOF,Q9NZM1,Endosome,0,1,0,0
9178,MYOF,Q9NZM1-3,Endosome,0,0,0,1
3828,MYOG,P15173,Nucleus,1,0,0,0
3829,MYOZ1,Q9NP98,Nucleus,1,0,0,0
9806,MYPN,Q86TC9,Actin binding proteins,0,0,0,1
3830,MYPOP,Q86VE0,Nucleus,1,0,0,0
3831,MYSM1,Q5VVJ2,Nucleus,1,0,0,0
3832,MYT1,Q01538,Nucleus,1,0,0,0
3833,MYT1,Q99640,Nucleus,1,0,0,0
3834,MYT1L,Q9UL68,Nucleus,1,0,0,0
3835,MZF1,P28698,Nucleus,1,0,0,0
10671,MZT1,Q08AG7,Large Protein Complex,0,0,0,1
10221,MZT2A,Q6P582,Large Protein Complex,0,0,0,1
3836,N4BP1,O75113,Nucleus,1,0,0,0
3837,N4BP2,Q86UW6,Cytoplasm,1,0,0,0
3838,N6AMT1,Q9Y5N5,Nucleus,1,0,0,0
10222,NAA10,P41227,Large Protein Complex,0,0,0,1
10223,NAA15,Q9BXJ9,Large Protein Complex,0,0,0,1
10224,NAA20,P61599,Large Protein Complex,0,0,0,1
3839,NAA25,Q14CX7,Cytoplasm,1,0,0,0
10225,NAA30,Q147X3,Large Protein Complex,0,0,0,1
3840,NAA35,Q5VZE5,Cytoplasm,1,0,0,0
10226,NAA50,Q9GZZ1,Large Protein Complex,0,0,0,1
3841,NAA80,Q93015,Cytoplasm,1,0,0,0
3842,NAAA,Q02083,Lysosome,1,0,0,0
3843,NAALAD2,Q9Y3Q0,Plasma membrane,1,0,0,0
3844,NAALADL1,Q9UQQ1,Plasma membrane,1,0,0,0
3845,NAB1,Q13506,Nucleus,1,0,0,0
3846,NAB2,Q15742,Nucleus,1,0,0,0
3847,NABP1,Q96AH0,Nucleus,1,0,0,0
3848,NABP2,Q9BQ15,Nucleus,1,0,0,0
10227,NACA,E9PAV3,Large Protein Complex,0,0,0,1
3849,NACC2,Q96BF6,Nucleus,1,0,0,0
3850,NADK2,Q4G0N4,Mitochondria,1,0,0,0
3851,NAE1,Q13564,Plasma membrane,1,0,0,0
11281,NAE1,Q13564-4,Large Protein Complex,0,0,0,1
10672,NAF1,Q96HR8,Large Protein Complex,0,0,0,1
3852,NAGA,P17050,Lysosome,1,0,0,0
3853,NAGLU,P54802,Lysosome,1,0,0,0
3854,NAGPA,Q9UK23,Golgi,1,0,0,0
3855,NAGS,Q8N159,Mitochondria,1,0,0,0
3856,NAIF1,Q69YI7,Nucleus,1,0,0,0
10228,NAMPT,P43490,Large Protein Complex,0,0,0,1
3857,NANOG,Q9H9S0,Nucleus,1,0,0,0
3858,NANOGNB,Q7Z5D8,Nucleus,1,0,0,0
3859,NANOGP1,Q8N7R0,Nucleus,1,0,0,0
3860,NANOGP8,Q6NSW7,Nucleus,1,0,0,0
11282,NANS,Q9NR45,Large Protein Complex,0,0,0,1
10673,NAP1L1,P55209,Large Protein Complex,0,0,0,1
3861,NAP1L2,Q9ULW6,Nucleus,1,0,0,0
3862,NAP1L3,Q99457,Nucleus,1,0,0,0
10674,NAP1L4,Q99733-2,Large Protein Complex,0,0,0,1
3863,NAP1L5,Q96NT1,Nucleus,1,0,0,0
3864,NAPA,O96009,Plasma membrane,1,0,0,0
3865,NAPA,P54920,Plasma membrane,1,0,0,0
9102,NAPB,Q9H115,Endosome,0,0,1,0
9010,NAPG,Q99747,Mitochondria,0,1,0,0
3866,NAPRT,Q6XQN6,Cytoplasm,1,0,0,0
3867,NARF,Q9UHQ1,Nucleus,1,0,0,0
3868,NARF,Q8WVD3,Nucleus,1,0,0,0
3869,NARS1,O43776,Cytoplasm,1,0,0,0
3870,NARS2,Q96I59,Mitochondria,1,0,0,0
3871,NAT1,P18440,Cytoplasm,1,0,0,0
3872,NAT10,Q9H0A0,Nucleus,1,0,0,0
3873,NAT2,Q6N069,Cytoplasm,1,0,0,0
3874,NAT2,P11245,Cytoplasm,1,0,0,0
3875,NAT8,Q9UHE5,Ergic/cisGolgi,1,0,0,0
3876,NAT8B,Q9UHF3,Ergic/cisGolgi,1,0,0,0
10229,NAV1,Q8NEY1,Large Protein Complex,0,0,0,1
3877,NAV2,Q8IVL1,Nucleus,1,0,0,0
10230,NAV2,Q8IVL1-2,Large Protein Complex,0,0,0,1
3878,NAV3,Q8IVL0,Nucleus,1,0,0,0
3879,NAXD,Q8IW45,Mitochondria,1,0,0,0
8411,NAXE,Q8NCW5,Mitochondrion-Mtx,0,1,0,0
8292,NBAS,A2RRP1,ER-Membrane,0,1,0,0
3880,NBEAL2,Q6ZNJ1,ER,1,0,0,0
3881,NBN,O60934,Nucleus,1,0,0,0
3882,NBPF1,Q3BBV0,Cytoplasm,1,0,0,0
3883,NBPF10,Q6P3W6,Cytoplasm,1,0,0,0
3884,NBPF11,Q86T75,Cytoplasm,1,0,0,0
3885,NBPF12,Q5TAG4,Cytoplasm,1,0,0,0
3886,NBPF14,Q5TI25,Cytoplasm,1,0,0,0
3887,NBPF15,Q8N660,Cytoplasm,1,0,0,0
3888,NBPF19,A0A087WUL8,Cytoplasm,1,0,0,0
3889,NBPF20,P0DPF2,Cytoplasm,1,0,0,0
3890,NBPF26,B4DH59,Cytoplasm,1,0,0,0
3891,NBPF3,Q9H094,Cytoplasm,1,0,0,0
3892,NBPF4,Q96M43,Cytoplasm,1,0,0,0
3893,NBPF5P,Q86XG9,Cytoplasm,1,0,0,0
3894,NBPF6,Q5VWK0,Cytoplasm,1,0,0,0
3895,NBPF7,P0C2Y1,Cytoplasm,1,0,0,0
3896,NBPF8,Q3BBV2,Cytoplasm,1,0,0,0
3897,NBPF9,P0DPF3,Cytoplasm,1,0,0,0
8135,NBR1,Q14596,Endosome,0,1,0,0
3898,NCAM2,O15394,Plasma membrane,1,0,0,0
10231,NCAPD2,Q15021,Large Protein Complex,0,0,0,1
3899,NCAPD3,P42695,Nucleus,1,0,0,0
10232,NCAPG,Q9BPX3,Large Protein Complex,0,0,0,1
3900,NCAPG2,Q86XI2,Nucleus,1,0,0,0
