ComplexName,Reference,Organism
SMAR1-HDAC1-SIN3A-SIN3B repressor complex,Q8N9N5,human
SMAR1-HDAC1-SIN3A-SIN3B repressor complex,Q96ST3,human
SMC1-SMC3 complex,Q14683,human
SMC1-SMC3 complex,Q9UQE7,human
SMCC complex,O60244,human
SMCC complex,O43513,human
SMCC complex,O75448,human
SMCC complex,O75586,human
SMCC complex,P24863,human
SMCC complex,P49336,human
SMCC complex,Q13503,human
SMCC complex,Q15648,human
SMCC complex,Q9Y3C7,human
SMCC complex,Q6P2C8,human
SMCC complex,Q93074,human
SMCC complex,Q9NPJ6,human
SMCC complex,Q9BTT4,human
SMCC complex,Q9NVC6,human
SMCC complex,Q9H944,human
SMCC complex,Q9UHV7,human
SMCC complex,Q9Y2W1,human
SMCC complex,Q9Y2X0,human
SMG-1-UPF-ERF1-ERF3 complex (SURF),P15170,human
SMG-1-UPF-ERF1-ERF3 complex (SURF),P62495,human
SMG-1-UPF-ERF1-ERF3 complex (SURF),Q92900,human
SMG-1-UPF-ERF1-ERF3 complex (SURF),Q96Q15,human
SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex,P38919,human
SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex,P61326,human
SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex,Q96Q15,human
SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex,Q9BZI7,human
SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex,Q9HAU5,human
SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex,Q9Y5S9,human
SMN-PolII-RHA complex,O14893,human
SMN-PolII-RHA complex,P08579,human
SMN-PolII-RHA complex,P14678,human
SMN-PolII-RHA complex,P20226,human
SMN-PolII-RHA complex,P24928,human
SMN-PolII-RHA complex,P57678,human
SMN-PolII-RHA complex,P63162,human
SMN-PolII-RHA complex,Q00403,human
SMN-PolII-RHA complex,Q08211,human
SMN-PolII-RHA complex,Q9UHI6,human
SMN complex,O14893,human
SMN complex,P14678,human
SMN complex,P09012,human
SMN complex,P57678,human
SMN complex,P62304,human
SMN complex,Q16637,human
SMN complex,P62306,human
SMN complex,Q8TEQ6,human
SMN complex,P62308,human
SMN complex,Q8WXD5,human
SMN complex,P62314,human
SMN complex,Q9H840,human
SMN complex,P62316,human
SMN complex,Q9UHI6,human
SMN complex,P62318,human
SMN complex,Q9Y3F4,human
SMN complex,P63162,human
SMN complex,Q9NWZ8,human
"SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)",O14893,human
"SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)",P57678,human
"SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)",Q16637,human
"SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)",Q8TEQ6,human
"SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)",Q9UHI6,human
"SMN complex (GEMIN2,5, SMN)",O14893,human
"SMN complex (GEMIN2,5, SMN)",Q16637,human
"SMN complex (GEMIN2,5, SMN)",Q8TEQ6,human
"SMN complex (GEMIN5,4,3), SMN-independent intermediate",P57678,human
"SMN complex (GEMIN5,4,3), SMN-independent intermediate",Q8TEQ6,human
"SMN complex (GEMIN5,4,3), SMN-independent intermediate",Q9UHI6,human
"SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate",Q8WXD5,human
"SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate",Q9H840,human
"SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate",Q9Y3F4,human
"SMN complex, U7 snRNA specific",P14678,human
"SMN complex, U7 snRNA specific",P62304,human
"SMN complex, U7 snRNA specific",P62306,human
"SMN complex, U7 snRNA specific",P62308,human
"SMN complex, U7 snRNA specific",P62318,human
"SMN complex, U7 snRNA specific",P83369,human
"SMN complex, U7 snRNA specific",Q969L4,human
SMN containing complex,O14893,human
SMN containing complex,P09382,human
SMN containing complex,P17931,human
SMN containing complex,P57678,human
SMN containing complex,P62314,human
SMN containing complex,P62316,human
SMN containing complex,P62318,human
SMN containing complex,Q16637,human
SMN1-SIP1-SNRP complex,O14893,human
SMN1-SIP1-SNRP complex,P14678,human
SMN1-SIP1-SNRP complex,P62304,human
SMN1-SIP1-SNRP complex,P62314,human
SMN1-SIP1-SNRP complex,P62316,human
SMN1-SIP1-SNRP complex,P62318,human
SMN1-SIP1-SNRP complex,Q16637,human
SMRT-SKIP-CBF1 complex,Q06330,human
SMRT-SKIP-CBF1 complex,Q13573,human
SMRT-SKIP-CBF1 complex,Q9Y618,human
SMRT complex,O15379,human
SMRT complex,O60907,human
SMRT complex,Q13227,human
SMRT complex,Q9BZK7,human
SMRT complex,Q9Y618,human
SMRT core complex,O15379,human
SMRT core complex,O60907,human
SMRT core complex,Q9Y618,human
SNAPc (small nuclear RNA-activating protein) complex,O75971,human
SNAPc (small nuclear RNA-activating protein) complex,Q13487,human
SNAPc (small nuclear RNA-activating protein) complex,Q16533,human
SNAPc (small nuclear RNA-activating protein) complex,Q5SXM2,human
SNAPc (small nuclear RNA-activating protein) complex,Q92966,human
"SNARE complex (HGS, SNAP25, STX13)",O14964,human
"SNARE complex (HGS, SNAP25, STX13)",P60880,human
"SNARE complex (HGS, SNAP25, STX13)",Q86Y82,human
"SNARE complex (RINT1, ZW10, p31)",O43264,human
"SNARE complex (RINT1, ZW10, p31)",P48556,human
"SNARE complex (RINT1, ZW10, p31)",Q6NUQ1,human
"SNARE complex (SNAP23, STX1A)",O00161,human
"SNARE complex (SNAP23, STX1A)",Q16623,human
"SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)",P60880,human
"SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)",P63027,human
"SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)",Q15836,human
"SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)",Q86Y82,human
"SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)",Q9H115,human
"SNARE complex (STX11, VAMP2, SNAP23)",O00161,human
"SNARE complex (STX11, VAMP2, SNAP23)",O75558,human
"SNARE complex (STX11, VAMP2, SNAP23)",P63027,human
"SNARE complex (STX1A, SNAP29)",O95721,human
"SNARE complex (STX1A, SNAP29)",Q16623,human
"SNARE complex (STX2, SNAP23)",O00161,human
"SNARE complex (STX2, SNAP23)",P32856,human
"SNARE complex (STX4, SNAP23)",O00161,human
"SNARE complex (STX4, SNAP23)",Q12846,human
"SNARE complex (STX4, SNAP23, VAMP1)",O00161,human
"SNARE complex (STX4, SNAP23, VAMP1)",P23763,human
"SNARE complex (STX4, SNAP23, VAMP1)",Q12846,human
"SNARE complex (STX4, SNAP23, VAMP2)",O00161,human
"SNARE complex (STX4, SNAP23, VAMP2)",P63027,human
"SNARE complex (STX4, SNAP23, VAMP2)",Q12846,human
"SNARE complex (STX4, VAMP1, VAMP7)",P23763,human
"SNARE complex (STX4, VAMP1, VAMP7)",P51809,human
"SNARE complex (STX4, VAMP1, VAMP7)",Q12846,human
"SNARE complex (STX4, VAMP8, VAMP3, SNAP23)",O00161,human
"SNARE complex (STX4, VAMP8, VAMP3, SNAP23)",Q12846,human
"SNARE complex (STX4, VAMP8, VAMP3, SNAP23)",Q15836,human
"SNARE complex (STX4, VAMP8, VAMP3, SNAP23)",Q9BV40,human
"SNARE complex (STX6, SNAP23)",O00161,human
"SNARE complex (STX6, SNAP23)",O43752,human
"SNARE complex (VAMP2, SNAP25, STX13)",P60880,human
"SNARE complex (VAMP2, SNAP25, STX13)",P63027,human
"SNARE complex (VAMP2, SNAP25, STX13)",Q86Y82,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX1)",O14810,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX1)",P60880,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX1)",P63027,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX1)",Q16623,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)",O14810,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)",P60880,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)",P63027,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)",Q16623,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)",Q8WVH0,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX2)",P60880,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX2)",P63027,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX2)",Q16623,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX2)",Q6PUV4,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)",P60880,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)",P63027,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)",Q16623,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)",Q7Z7G2,human
"SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)",Q8WVH0,human
"SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)",O14810,human
"SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)",P60880,human
"SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)",P63027,human
"SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)",Q13277,human
"SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)",Q16623,human
"SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)",Q7Z7G2,human
"SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)",Q8WVH0,human
"SNARE complex (VAMP3, STX6, VTI1A)",O43752,human
"SNARE complex (VAMP3, STX6, VTI1A)",Q15836,human
"SNARE complex (VAMP3, STX6, VTI1A)",Q96AJ9,human
"SNARE complex (VAMP3, VAMP4, STX16)",O14662,human
"SNARE complex (VAMP3, VAMP4, STX16)",O75379,human
"SNARE complex (VAMP3, VAMP4, STX16)",Q15836,human
"SNARE complex (VAMP3, VAMP4, VAMP8, STX6)",O43752,human
"SNARE complex (VAMP3, VAMP4, VAMP8, STX6)",O75379,human
"SNARE complex (VAMP3, VAMP4, VAMP8, STX6)",Q15836,human
"SNARE complex (VAMP3, VAMP4, VAMP8, STX6)",Q9BV40,human
"SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)",O14662,human
"SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)",O43752,human
"SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)",O75379,human
"SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)",Q96AJ9,human
"SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)",Q9UEU0,human
SNCA-TUBB3 complex,P37840,human
SNCA-TUBB3 complex,Q13509,human
SNF2H-BAZ1A complex,O60264,human
SNF2H-BAZ1A complex,Q9NRL2,human
SNF2h-cohesin-NuRD complex,O60216,human
SNF2h-cohesin-NuRD complex,O60264,human
SNF2h-cohesin-NuRD complex,O94776,human
SNF2h-cohesin-NuRD complex,O95983,human
SNF2h-cohesin-NuRD complex,Q09028,human
SNF2h-cohesin-NuRD complex,Q12873,human
SNF2h-cohesin-NuRD complex,Q13330,human
SNF2h-cohesin-NuRD complex,Q13547,human
SNF2h-cohesin-NuRD complex,Q14683,human
SNF2h-cohesin-NuRD complex,Q16576,human
SNF2h-cohesin-NuRD complex,Q8N3U4,human
SNF2h-cohesin-NuRD complex,Q8WVM7,human
SNF2h-cohesin-NuRD complex,Q92769,human
SNF2h-cohesin-NuRD complex,Q9NRL2,human
SNF2h-cohesin-NuRD complex,Q9UBB5,human
SNF2h-cohesin-NuRD complex,Q9UQE7,human
SNF2h-HDAC12 complex,O60264,human
SNF2h-HDAC12 complex,Q92769,human
SNF2L-RSF1 complex,P28370,human
SNF2L-RSF1 complex,Q96T23,human
snRNP-free U1A (SF-A) complex,P09012,human
snRNP-free U1A (SF-A) complex,P17844,human
snRNP-free U1A (SF-A) complex,P23246,human
snRNP-free U1A (SF-A) complex,Q15233,human
Snurportin-CRM1-RanGTP complex,O14980,human
Snurportin-CRM1-RanGTP complex,O95149,human
Snurportin-CRM1-RanGTP complex,P62826,human
SNW1 complex,O75643,human
SNW1 complex,O95071,human
SNW1 complex,P07437,human
SNW1 complex,P11021,human
SNW1 complex,P17858,human
SNW1 complex,P23246,human
SNW1 complex,P26641,human
SNW1 complex,P43243,human
SNW1 complex,P43246,human
SNW1 complex,P68104,human
SNW1 complex,Q00839,human
SNW1 complex,Q13573,human
SNW1 complex,Q15029,human
SNW1 complex,Q16531,human
SNW1 complex,Q6P2Q9,human
SNW1 complex,Q99459,human
SNW1 complex,Q9BUQ8,human
SNW1 complex,Q9UG63,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4)",O60749,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4)",O95219,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4)",Q13596,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)",O60749,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)",O95219,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)",P00533,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)",Q13596,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)",O60749,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)",O95219,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)",P06213,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)",Q13596,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)",O60749,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)",O95219,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)",P48357,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)",Q13596,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)",O60749,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)",O95219,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)",P16234,human
"SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)",Q13596,human
"SNX complex (SNX1, SNX1a, TFRC)",P02786,human
"SNX complex (SNX1, SNX1a, TFRC)",Q13596,human
"SNX complex (SNX1, SNX6)",Q13596,human
"SNX complex (SNX1, SNX6)",Q9UNH7,human
"SNX complex (SNX2), oligomeric",O60749,human
SOG complex,P55735,human
SOG complex,Q12980,human
SOG complex,Q5T011,human
SOG complex,Q6PJI9,human
SOG complex,Q8WTW4,human
SOG complex,Q96EE3,human
SOG complex,Q96S15,human
SOG complex,Q9NXC5,human
Sorcin homodimer complex,P30626,human
Sororin-cohesin complex,O60216,human
Sororin-cohesin complex,Q14683,human
Sororin-cohesin complex,Q29RF7,human
Sororin-cohesin complex,Q96FF9,human
Sororin-cohesin complex,Q9NTI5,human
Sororin-cohesin complex,Q9UQE7,human
SORT1-NGFR-NGFB complex,P01138,human
SORT1-NGFR-NGFB complex,P08138,human
SORT1-NGFR-NGFB complex,Q99523,human
SORT1-NGFR complex,P08138,human
SORT1-NGFR complex,Q99523,human
SOS1-ABI1-EPS8 complex,Q07889,human
SOS1-ABI1-EPS8 complex,Q12929,human
SOS1-ABI1-EPS8 complex,Q8IZP0,human
SOS1-ABI1-EPS8L1 complex,Q07889,human
SOS1-ABI1-EPS8L1 complex,Q8IZP0,human
SOS1-ABI1-EPS8L1 complex,Q8TE68,human
SOS1-ABI1-EPS8L2 complex,Q07889,human
SOS1-ABI1-EPS8L2 complex,Q8IZP0,human
SOS1-ABI1-EPS8L2 complex,Q9H6S3,human
SOS1-ABI1-EPS8L3 complex,Q07889,human
SOS1-ABI1-EPS8L3 complex,Q8IZP0,human
SOS1-ABI1-EPS8L3 complex,Q8TE67,human
SOX2-VRK1 complex,P48431,human
SOX2-VRK1 complex,Q99986,human
Sox4-beta-catenin-p300 complex,P35222,human
Sox4-beta-catenin-p300 complex,Q06945,human
Sox4-beta-catenin-p300 complex,Q09472,human
SP1-MCAF2 complex,P08047,human
SP1-MCAF2 complex,Q5U623,human
SPATA2-CYLD complex,Q9NQC7,human
SPATA2-CYLD complex,Q9UM82,human
SPG10-SPG33 complex,Q12840,human
SPG10-SPG33 complex,Q5T4F4,human
SPG31-SPG33 omplex,Q5T4F4,human
SPG31-SPG33 omplex,Q9H902,human
SPG33-SURF4 complex,O15260,human
SPG33-SURF4 complex,Q5T4F4,human
SPG33-VAPA complex,Q5T4F4,human
SPG33-VAPA complex,Q9P0L0,human
SPG33-VAPB complex,O95292,human
SPG33-VAPB complex,Q5T4F4,human
SPG3A-SPG33 complex,Q5T4F4,human
SPG3A-SPG33 complex,Q8WXF7,human
SPG3A-SPG4-SPG31 complex,Q8WXF7,human
SPG3A-SPG4-SPG31 complex,Q9H902,human
SPG3A-SPG4-SPG31 complex,Q9UBP0,human
SPG4-SPG12 complex,O75298,human
SPG4-SPG12 complex,Q9UBP0,human
SPG4-SPG33 complex,Q5T4F4,human
SPG4-SPG33 complex,Q9UBP0,human
Spliceosome,O00425,human
Spliceosome,O00571,human
Spliceosome,O14776,human
Spliceosome,O15042,human
Spliceosome,O15355,human
Spliceosome,O43143,human
Spliceosome,O43172,human
Spliceosome,O43290,human
Spliceosome,O43395,human
Spliceosome,O43447,human
Spliceosome,O43660,human
Spliceosome,O43670,human
Spliceosome,O43719,human
Spliceosome,O43809,human
Spliceosome,O60231,human
Spliceosome,O60306,human
Spliceosome,O60508,human
Spliceosome,O75400,human
Spliceosome,O75533,human
Spliceosome,O75643,human
Spliceosome,O75934,human
Spliceosome,O75937,human
Spliceosome,O75940,human
Spliceosome,O94906,human
Spliceosome,O95232,human
Spliceosome,O95391,human
Spliceosome,O95400,human
Spliceosome,O95926,human
Spliceosome,P08579,human
Spliceosome,P08621,human
Spliceosome,P09012,human
Spliceosome,P09234,human
Spliceosome,P09661,human
Spliceosome,P11940,human
Spliceosome,P14678,human
Spliceosome,P17844,human
Spliceosome,P26368,human
Spliceosome,P38919,human
Spliceosome,P41223,human
Spliceosome,P42285,human
Spliceosome,P49756,human
Spliceosome,P52298,human
Spliceosome,P55081,human
Spliceosome,P55769,human
Spliceosome,P61326,human
Spliceosome,P62304,human
Spliceosome,P62306,human
Spliceosome,P62308,human
Spliceosome,P62310,human
Spliceosome,P62312,human
Spliceosome,P62314,human
Spliceosome,P62316,human
Spliceosome,P62318,human
Spliceosome,P62995,human
Spliceosome,P83876,human
Spliceosome,P84103,human
Spliceosome,Q01081,human
Spliceosome,Q01130,human
Spliceosome,Q05519,human
Spliceosome,Q07955,human
Spliceosome,Q08170,human
Spliceosome,Q08211,human
Spliceosome,Q09161,human
Spliceosome,Q12874,human
Spliceosome,Q13123,human
Spliceosome,Q13242,human
Spliceosome,Q13243,human
Spliceosome,Q13247,human
Spliceosome,Q13356,human
Spliceosome,Q13435,human
Spliceosome,Q13523,human
Spliceosome,Q13573,human
Spliceosome,Q13769,human
Spliceosome,Q13838,human
Spliceosome,Q14011,human
Spliceosome,Q14498,human
Spliceosome,Q14562,human
Spliceosome,Q15007,human
Spliceosome,Q15029,human
Spliceosome,Q15287,human
Spliceosome,Q15393,human
Spliceosome,Q15427,human
Spliceosome,Q15428,human
Spliceosome,Q15459,human
Spliceosome,Q15637,human
Spliceosome,Q16629,human
Spliceosome,Q16630,human
Spliceosome,Q2TAY7,human
Spliceosome,Q4ZG51,human
Spliceosome,Q53GS9,human
Spliceosome,Q69YN4,human
Spliceosome,Q6I9Y2,human
Spliceosome,Q6P2Q9,human
Spliceosome,Q7L014,human
Spliceosome,Q86V81,human
Spliceosome,Q86W42,human
Spliceosome,Q8IYB3,human
Spliceosome,Q8NI27,human
Spliceosome,Q8WUQ7,human
Spliceosome,Q8WVK2,human
Spliceosome,Q8WWY3,human
Spliceosome,Q8WYA6,human
Spliceosome,Q92620,human
Spliceosome,Q92841,human
Spliceosome,Q96BP3,human
Spliceosome,Q96DF8,human
Spliceosome,Q96DI7,human
Spliceosome,Q96FV9,human
Spliceosome,Q96I25,human
Spliceosome,Q96J01,human
Spliceosome,Q96T37,human
Spliceosome,Q96T58,human
Spliceosome,Q99459,human
Spliceosome,Q99633,human
Spliceosome,Q9BQ61,human
Spliceosome,Q9BRD0,human
Spliceosome,Q9BUQ8,human
Spliceosome,Q9BXP5,human
Spliceosome,Q9BZJ0,human
Spliceosome,Q9H2H8,human
Spliceosome,Q9HCE1,human
Spliceosome,Q9HCG8,human
Spliceosome,Q9HCS7,human
Spliceosome,Q9NW64,human
Spliceosome,Q9NYV4,human
Spliceosome,Q9P013,human
Spliceosome,Q9UBB9,human
Spliceosome,Q9UHX1,human
Spliceosome,Q9UJV9,human
Spliceosome,Q9UK45,human
Spliceosome,Q9UKV3,human
Spliceosome,Q9ULR0,human
Spliceosome,Q9UMS4,human
Spliceosome,Q9UNP9,human
Spliceosome,Q9UQ35,human
Spliceosome,Q9Y2W2,human
Spliceosome,Q9Y333,human
Spliceosome,Q9Y3B4,human
Spliceosome,Q9Y3C6,human
Spliceosome,Q9Y4Z0,human
Spliceosome,Q9Y5B6,human
Spliceosome,Q9Y5S9,human
Spliceosome,Q9Y6A4,human
Splicing-associated factors complex,P35659,human
Splicing-associated factors complex,Q15287,human
Splicing-associated factors complex,Q86V81,human
Splicing-associated factors complex,Q8IYB3,human
Splicing-associated factors complex,Q9Y5S9,human
SRA-SRC-1 ribonucleoprotein complex,Q15788,human
SRA-SRC-1 ribonucleoprotein complex,Q9HD15,human
SRC-1 complex,P10155,human
SRC-1 complex,Q15596,human
SRC-1 complex,Q15788,human
SRC-1 complex,Q92793,human
SRC-3 complex,O14920,human
SRC-3 complex,O15111,human
SRC-3 complex,P10155,human
SRC-3 complex,Q15596,human
SRC-3 complex,Q92793,human
SRC-3 complex,Q9Y6K9,human
SRC-3 complex,Q9Y6Q9,human
SRC-PRKCD-CDCP1 complex,P12931,human
SRC-PRKCD-CDCP1 complex,Q05655,human
SRC-PRKCD-CDCP1 complex,Q9H5V8,human
SRCAP-associated chromatin remodeling complex,O43257,human
SRCAP-associated chromatin remodeling complex,O95619,human
SRCAP-associated chromatin remodeling complex,O96019,human
SRCAP-associated chromatin remodeling complex,P0C0S5,human
SRCAP-associated chromatin remodeling complex,Q15906,human
SRCAP-associated chromatin remodeling complex,Q6ZRS2,human
SRCAP-associated chromatin remodeling complex,Q96CJ1,human
SRCAP-associated chromatin remodeling complex,Q9GZN1,human
SRCAP-associated chromatin remodeling complex,Q9Y230,human
SRCAP-associated chromatin remodeling complex,Q9Y265,human
SREBP-1a-PKM2 complex,P14618,human
SREBP-1a-PKM2 complex,P36956,human
SRm160-SRm300 complex,Q8IYB3,human
SRm160-SRm300 complex,Q9UQ35,human
SRm160/300 complex,P08621,human
SRm160/300 complex,P09661,human
SRm160/300 complex,P62995,human
SRm160/300 complex,Q8IYB3,human
SRm160/300 complex,Q9UQ35,human
SRSF9-SRSF6 complex,Q13242,human
SRSF9-SRSF6 complex,Q13247,human
ST3GAL6-EGFR complex,P00533,human
ST3GAL6-EGFR complex,Q9Y274,human
STAGA complex,O75486,human
STAGA complex,O15265,human
STAGA complex,O75528,human
STAGA complex,O75529,human
STAGA complex,O94864,human
STAGA complex,Q12962,human
STAGA complex,Q15393,human
STAGA complex,Q16514,human
STAGA complex,Q16594,human
STAGA complex,Q92830,human
STAGA complex,Q96BN2,human
STAGA complex,Q9Y4A5,human
STAGA complex,Q9Y6J9,human
"STAGA complex, SPT3-linked",O15265,human
"STAGA complex, SPT3-linked",O75486,human
"STAGA complex, SPT3-linked",O75528,human
"STAGA complex, SPT3-linked",O75529,human
"STAGA complex, SPT3-linked",O94864,human
"STAGA complex, SPT3-linked",Q12962,human
"STAGA complex, SPT3-linked",Q14CW9,human
"STAGA complex, SPT3-linked",Q16514,human
"STAGA complex, SPT3-linked",Q16594,human
"STAGA complex, SPT3-linked",Q86TJ2,human
"STAGA complex, SPT3-linked",Q8NEM7,human
"STAGA complex, SPT3-linked",Q92830,human
"STAGA complex, SPT3-linked",Q96BN2,human
"STAGA complex, SPT3-linked",Q96ES7,human
"STAGA complex, SPT3-linked",Q9H0E3,human
"STAGA complex, SPT3-linked",Q9NPA8,human
"STAGA complex, SPT3-linked",Q9UPT9,human
"STAGA complex, SPT3-linked",Q9Y4A5,human
"STAGA complex, SPT3-linked",Q9Y6J9,human
STAGA core complex,O75486,human
STAGA core complex,Q16594,human
STAGA core complex,Q92830,human
Stargazin-AP-2-AP-3a complex,O14617,human
Stargazin-AP-2-AP-3a complex,O95782,human
Stargazin-AP-2-AP-3a complex,Q9Y698,human
Stargazin-Glu1-mu2 complex,P42261,human
Stargazin-Glu1-mu2 complex,Q96CW1,human
Stargazin-Glu1-mu2 complex,Q9Y698,human
Stargazin-Glu1-mu3 complex,P42261,human
Stargazin-Glu1-mu3 complex,P53677,human
Stargazin-Glu1-mu3 complex,Q9Y698,human
Stargazin-Glu2A-mu2 complex,P42262,human
Stargazin-Glu2A-mu2 complex,Q96CW1,human
Stargazin-Glu2A-mu2 complex,Q9Y698,human
Stargazin-Glu2A-mu3 complex,P42262,human
Stargazin-Glu2A-mu3 complex,P53677,human
Stargazin-Glu2A-mu3 complex,Q9Y698,human
Stat1-alpha-dimer-CBP DNA-protein complex,P42224,human
Stat1-alpha-dimer-CBP DNA-protein complex,Q92793,human
STAT3-NLK-MAP3K7 complex,O43318,human
STAT3-NLK-MAP3K7 complex,P40763,human
STAT3-NLK-MAP3K7 complex,Q9UBE8,human
STAT3 homodimer complex,P40763,human
STAT5A homodimer complex,P42229,human
STAT5B homodimer complex,P51692,human
STAT6-p100-RHA complex,P42226,human
STAT6-p100-RHA complex,Q08211,human
STAT6-p100-RHA complex,Q7KZF4,human
STIM1-TRPV4 complex,Q13586,human
STIM1-TRPV4 complex,Q9HBA0,human
STIP-USP7-Mdm2 complex,Q00987,human
STIP-USP7-Mdm2 complex,Q93009,human
STIP-USP7-Mdm2 complex,Q9UBB9,human
